ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source
German-sortalclassifier,German,sortalclassifier,no,sortalclassifier-0,,Jessen-1999
German-morphosyntacticplural,German,morphosyntacticplural,no,morphosyntacticplural-0,,Jessen-1999
Gilaki-sortalclassifier,Gilaki,sortalclassifier,yes,sortalclassifier-1,,Christensen-1930
Gilaki-morphosyntacticplural,Gilaki,morphosyntacticplural,yes,morphosyntacticplural-1,,Christensen-1930
Gooniyandi-sortalclassifier,Gooniyandi,sortalclassifier,no,sortalclassifier-0,,McGregor-1990
Gooniyandi-morphosyntacticplural,Gooniyandi,morphosyntacticplural,no,morphosyntacticplural-0,,McGregor-1990
Guarani-sortalclassifier,Guarani,sortalclassifier,no,sortalclassifier-0,,Krivoshein-de-Canese-1983
Guarani-morphosyntacticplural,Guarani,morphosyntacticplural,no,morphosyntacticplural-0,,Krivoshein-de-Canese-1983
Guduf-sortalclassifier,Guduf,sortalclassifier,no,sortalclassifier-0,,Guduf-1966
Guduf-morphosyntacticplural,Guduf,morphosyntacticplural,no,morphosyntacticplural-0,,Guduf-1966
Gunin-sortalclassifier,Gunin,sortalclassifier,no,sortalclassifier-0,,McGregor-1993
Gunin-morphosyntacticplural,Gunin,morphosyntacticplural,no,morphosyntacticplural-0,,McGregor-1993
Haida-sortalclassifier,Haida,sortalclassifier,yes,sortalclassifier-1,,Swanton-1991
Haida-morphosyntacticplural,Haida,morphosyntacticplural,yes,morphosyntacticplural-1,,Swanton-1991
Hatam-sortalclassifier,Hatam,sortalclassifier,yes,sortalclassifier-1,,Reesink-1999
Hatam-morphosyntacticplural,Hatam,morphosyntacticplural,yes,morphosyntacticplural-1,,Reesink-1999
Hausa-sortalclassifier,Hausa,sortalclassifier,no,sortalclassifier-0,,Newman-2000
Hausa-morphosyntacticplural,Hausa,morphosyntacticplural,no,morphosyntacticplural-0,,Newman-2000
Hawaiian-sortalclassifier,Hawaiian,sortalclassifier,no,sortalclassifier-0,,Alexander-1968
Hawaiian-morphosyntacticplural,Hawaiian,morphosyntacticplural,no,morphosyntacticplural-0,,Alexander-1968
HebrewModern-sortalclassifier,HebrewModern,sortalclassifier,no,sortalclassifier-0,,Glinert-1989
HebrewModern-morphosyntacticplural,HebrewModern,morphosyntacticplural,no,morphosyntacticplural-0,,Glinert-1989
Hindi-sortalclassifier,Hindi,sortalclassifier,no,sortalclassifier-0,,Sandahl-2000
Hindi-morphosyntacticplural,Hindi,morphosyntacticplural,no,morphosyntacticplural-0,,Sandahl-2000
Hixkaryana-sortalclassifier,Hixkaryana,sortalclassifier,no,sortalclassifier-0,,Derbyshire-1985
Hixkaryana-morphosyntacticplural,Hixkaryana,morphosyntacticplural,no,morphosyntacticplural-0,,Derbyshire-1985
HmongDaw-sortalclassifier,HmongDaw,sortalclassifier,yes,sortalclassifier-1,,Mottin-1978
HmongDaw-morphosyntacticplural,HmongDaw,morphosyntacticplural,yes,morphosyntacticplural-1,,Mottin-1978
Hokkien-sortalclassifier,Hokkien,sortalclassifier,yes,sortalclassifier-1,,Hokkien-2011
Hokkien-morphosyntacticplural,Hokkien,morphosyntacticplural,yes,morphosyntacticplural-1,,Hokkien-2011
Hua-sortalclassifier,Hua,sortalclassifier,no,sortalclassifier-0,,Haiman-1980
Hua-morphosyntacticplural,Hua,morphosyntacticplural,no,morphosyntacticplural-0,,Haiman-1980
Hungarian-sortalclassifier,Hungarian,sortalclassifier,yes,sortalclassifier-1,,Beckwith-1992
Hungarian-morphosyntacticplural,Hungarian,morphosyntacticplural,yes,morphosyntacticplural-1,,Beckwith-1992
Hunzib-sortalclassifier,Hunzib,sortalclassifier,no,sortalclassifier-0,,van-den-Berg-1995
Hunzib-morphosyntacticplural,Hunzib,morphosyntacticplural,no,morphosyntacticplural-0,,van-den-Berg-1995
Hup-sortalclassifier,Hup,sortalclassifier,no,sortalclassifier-0,,Goddard-1911
Hup-morphosyntacticplural,Hup,morphosyntacticplural,no,morphosyntacticplural-0,,Goddard-1911
Hyow-sortalclassifier,Hyow,sortalclassifier,yes,sortalclassifier-1,,Hyow-2018
Hyow-morphosyntacticplural,Hyow,morphosyntacticplural,yes,morphosyntacticplural-1,,Hyow-2018
Iaai-sortalclassifier,Iaai,sortalclassifier,no,sortalclassifier-0,,Ozanne-Rivierre-1998
Iaai-morphosyntacticplural,Iaai,morphosyntacticplural,no,morphosyntacticplural-0,,Ozanne-Rivierre-1998
Igbo-sortalclassifier,Igbo,sortalclassifier,no,sortalclassifier-0,,Ikekeonwu-1999
Igbo-morphosyntacticplural,Igbo,morphosyntacticplural,no,morphosyntacticplural-0,,Ikekeonwu-1999
Ika-sortalclassifier,Ika,sortalclassifier,no,sortalclassifier-0,,Frank-1990
Ika-morphosyntacticplural,Ika,morphosyntacticplural,no,morphosyntacticplural-0,,Frank-1990
Imonda-sortalclassifier,Imonda,sortalclassifier,no,sortalclassifier-0,,Seiler-1985
Imonda-morphosyntacticplural,Imonda,morphosyntacticplural,no,morphosyntacticplural-0,,Seiler-1985
Indonesian-sortalclassifier,Indonesian,sortalclassifier,yes,sortalclassifier-1,,Mintz-1994
Indonesian-morphosyntacticplural,Indonesian,morphosyntacticplural,yes,morphosyntacticplural-1,,Mintz-1994
